ENTREZID	SYMBOL
284408	ZNF790-AS1
51704	GPRC5B
10265	IRX5
9493	KIF23
435	ASL
1653	DDX1
5356	PLRG1
112476	PRRT2
5464	PPA1
6733	SRPK2
284615	ANKRD34A
26099	SZRD1
116936	SNORD139
56180	MOSPD1
9582	APOBEC3B
51447	IP6K2
146223	CMTM4
6671	SP4
9482	STX8
4831	NME2
10138	YAF2
134637	ADAT2
9064	MAP3K6
348180	CTU2
100507321	ERVK13-1
51275	MAPKAPK5-AS1
8625	RFXANK
100129503	NA
400506	KNOP1
58497	PRUNE1
25904	CNOT10
2697	GJA1
7571	ZNF23
133	ADM
200765	TIGD1
27309	ZNF330
650669	GAS6-AS1
84191	CIAO2A
22802	CLCA4
22944	KIN
152815	THAP6
1783	DYNC1LI2
3192	HNRNPU
1739	DLG1
8382	NME5
728730	MAP4K3-DT
5781	PTPN11
57002	YAE1
4723	NDUFV1
5291	PIK3CB
58985	IL22RA1
83744	ZNF484
6102	RP2
51427	ZNF107
283229	CRACR2B
5352	PLOD2
23524	SRRM2
25948	KBTBD2
79035	NABP2
5784	PTPN14
84792	FAM220A
128229	TSACC
85363	TRIM5
23076	RRP1B
401152	C4orf3
57393	CLTRN
5049	PAFAH1B2
64981	MRPL34
91404	SESTD1
1759	DNM1
79172	CENPO
261729	STEAP2
11333	PDAP1
5422	POLA1
6241	RRM2
10256	CNKSR1
115201	ATG4A
100128927	ZBTB42
80230	RUFY1
83440	ADPGK
112483	SAT2
284402	SCGB2B2
205327	C2orf69
440854	CAPN14
79891	ZNF671
2200	FBN1
100129550	LINC02035
5931	RBBP7
51377	UCHL5
205	AK4
51263	MRPL30
55596	ZCCHC8
55632	G2E3
2040	STOM
56852	RAD18
9701	PPP6R2
57542	KLHL42
8766	RAB11A
84823	LMNB2
11046	SLC35D2
6431	SRSF6
51409	HEMK1
27291	R3HCC1L
10371	SEMA3A
9881	TRANK1
84641	MFSD14B
139324	HDX
9213	XPR1
55361	PI4K2A
79637	ARMC7
8351	H3C4
23212	RRS1
975	CD81
10529	NEBL
54974	THG1L
192669	AGO3
220972	MARCHF8
440423	SUZ12P1
29780	PARVB
53938	PPIL3
26018	LRIG1
90353	CTU1
6642	SNX1
1808	DPYSL2
9423	NTN1
283237	TTC9C
23247	KATNIP
5591	PRKDC
9410	SNRNP40
2619	GAS1
10555	AGPAT2
9144	SYNGR2
3418	IDH2
80108	ZFP2
1345	COX6C
100131551	LINC00887
79415	CYBC1
150678	COPS9
10139	ARFRP1
401207	C5orf63
9529	BAG5
81855	SFXN3
27338	UBE2S
23386	NUDCD3
150223	YDJC
29954	POMT2
284440	LINC00663
9338	TCEAL1
285629	LINC02159
102466205	MIR6887
1777	DNASE2
4331	MNAT1
2131	EXT1
5379	PMS2P1
128387	TATDN3
148137	PROSER3
55676	SLC30A6
8544	PIR
406991	MIR21
3275	PRMT2
6612	SUMO3
7040	TGFB1
10116	FEM1B
4171	MCM2
123169	LEO1
50628	GEMIN4
5636	PRPSAP2
57659	ZBTB4
51614	ERGIC3
51805	COQ3
23531	MMD
81607	NECTIN4
79586	CHPF
112950	MED8
8814	CDKL1
7050	TGIF1
54663	WDR74
5438	POLR2I
8495	PPFIBP2
10884	MRPS30
11067	DEPP1
84890	ADO
79691	QTRT2
54536	EXOC6
5786	PTPRA
51507	RTF2
5782	PTPN12
10914	PAPOLA
550	AUP1
85450	ITPRIP
129138	ANKRD54
2932	GSK3B
170622	COMMD6
4218	RAB8A
23082	PPRC1
79683	ZDHHC14
126295	ZNF57
2992	GYG1
2330	FMO5
8402	SLC25A11
54	ACP5
1040	CDS1
26284	ERAL1
199857	ALG14
6885	MAP3K7
79365	BHLHE41
266747	RGL4
10025	MED16
58500	ZNF250
51135	IRAK4
29915	HCFC2
202	CRYBG1
389677	RBM12B
664	BNIP3
10848	PPP1R13L
9819	TSC22D2
148523	CIART
341277	OVCH2
119385	AGAP11
5411	PNN
339894	LINC00880
6622	SNCA
151050	KANSL1L
286205	SCAI
55696	RBM22
51103	NDUFAF1
8566	PDXK
11164	NUDT5
55662	HIF1AN
3490	IGFBP7
92017	SNX29
4092	SMAD7
5387	PMS2P3
353135	LCE1E
65992	DDRGK1
56260	C8orf44
387644	FAM238C
3880	KRT19
57599	WDR48
1389	CREBL2
23609	MKRN2
285753	CEP57L1
59	ACTA2
284454	MIR23AHG
5820	PVT1
374443	LOC374443
152189	CMTM8
23228	PLCL2
405753	DUOXA2
388324	INCA1
9976	CLEC2B
79731	NARS2
84247	RTL6
9162	DGKI
91768	CABLES1
23608	MKRN1
91373	UAP1L1
1468	SLC25A10
81	ACTN4
147166	TRIM16L
10194	TSHZ1
27068	PPA2
388524	RPSAP58
64750	SMURF2
10284	SAP18
23277	CLUH
100287932	TIMM23
100996609	LINC01436
10735	STAG2
6098	ROS1
27241	BBS9
23787	MTCH1
652276	LOC652276
105375355	UPK3B
373	TRIM23
374383	NCR3LG1
58492	ZNF77
4729	NDUFV2
51605	TRMT6
439949	PRKCQ-AS1
113451	AZIN2
5933	RBL1
4826	NNAT
22869	ZNF510
23186	RCOR1
54989	ZNF770
10845	CLPX
7043	TGFB3
22884	WDR37
494115	RBMXL1
318	NUDT2
84837	ARHGAP5-AS1
10488	CREB3
8106	PABPN1
7525	YES1
9662	CEP135
10730	YME1L1
92610	TIFA
84817	TXNDC17
57613	FAM234B
54093	SETD4
4337	MOCS1
56034	PDGFC
342184	FMN1
10127	ZNF263
7390	UROS
8459	TPST2
90204	ZSWIM1
23361	ZNF629
23181	DIP2A
115548	FCHO2
7105	TSPAN6
84288	EFCAB2
284385	ZNF561-AS1
116143	DNAAF10
23158	TBC1D9
55142	HAUS2
9407	TMPRSS11D
25839	COG4
283848	CES4A
83941	TM2D1
26521	TIMM8B
5205	ATP8B1
388558	ZNF808
5966	REL
9811	CTIF
5599	MAPK8
3673	ITGA2
149013	NBPF12
79571	GCC1
79041	TMEM38A
57680	CHD8
60560	NAA35
25792	CIZ1
114034	TOE1
8760	CDS2
51226	COPZ2
9275	BCL7B
514	ATP5F1E
122525	C14orf28
26025	PCDHGA12
29100	TMEM208
5106	PCK2
5706	PSMC6
400720	ZNF772
390927	ZNF793
119016	AGAP4
55014	STX17
388789	SMIM26
57136	APMAP
1101	CHAD
112399	EGLN3
10179	RBM7
131177	FAM3D
6768	ST14
26003	GORASP2
2625	GATA3
54923	LIME1
57585	CRAMP1
79693	YRDC
132946	ARL9
133308	SLC9B2
55255	WDR41
81846	SBF2
80895	ILKAP
83667	SESN2
60487	TRMT11
2825	CMKLR2
84727	SPSB2
79695	GALNT12
9603	NFE2L3
92715	DPH7
54205	CYCS
307	ANXA4
56647	BCCIP
51300	TIMMDC1
26149	ZNF658
83642	SELENOO
221908	PPP1R35
2073	ERCC5
116150	NUS1
79884	MAP9
146057	TTBK2
54344	DPM3
55704	CCDC88A
3140	MR1
100505715	LOC100505715
80204	FBXO11
284366	KLK9
126382	NR2C2AP
84264	HAGHL
89846	FGD3
51651	PTRH2
8635	RNASET2
79047	KCTD15
83875	BCO2
387893	KMT5A
27065	NSG1
200035	NUDT17
129285	PPP1R21
55769	ZNF83
6908	TBP
58509	CACTIN
728743	LOC728743
6229	RPS24
63967	CLSPN
64801	ARV1
23258	DENND5A
9232	PTTG1
11259	FILIP1L
4862	NPAS2
56978	PRDM8
9249	DHRS3
80020	FOXRED2
7884	SLBP
205717	USF3
55435	AP1AR
84626	KRBA1
55831	EMC3
266655	BRD3OS
91663	MYADM
83451	ABHD11
955	ENTPD6
64900	LPIN3
80167	ABHD18
51142	CHCHD2
4801	NFYB
29105	CFAP20
9570	GOSR2
118672	PSTK
11218	DDX20
989	SEPTIN7
8894	EIF2S2
5915	RARB
6274	S100A3
10989	IMMT
79364	ZXDC
116254	GINM1
9500	MAGED1
202181	LOC202181
57149	LYRM1
153527	ZMAT2
4190	MDH1
7156	TOP3A
29887	SNX10
4157	MC1R
6159	RPL29
57716	PRX
10189	ALYREF
1033	CDKN3
54987	CZIB
101928621	NA
79946	C10orf95
22949	PTGR1
140686	WFDC3
8663	EIF3C
80790	CMIP
219738	FAM241B
79412	KREMEN2
4245	MGAT1
9467	SH3BP5
23118	TAB2
5223	PGAM1
10597	TRAPPC2B
8678	BECN1
128434	VSTM2L
7325	UBE2E2
4524	MTHFR
6911	TBX6
150472	ZNG1B
89941	RHOT2
10016	PDCD6
130576	LYPD6B
6923	ELOB
101927045	LOC101927045
23786	BCL2L13
4802	NFYC
100859930	HEIH
5909	RAP1GAP
283	ANG
55604	CARMIL1
51024	FIS1
63897	HEATR6
9394	HS6ST1
196743	PAOX
84343	HPS3
10322	SMYD5
100505738	MIR4458HG
999	CDH1
6147	RPL23A
7477	WNT7B
51012	PRELID3B
10227	MFSD10
57523	NYNRIN
60488	MRPS35
57461	ISY1
10106	CTDSP2
4170	MCL1
55930	MYO5C
4882	NPR2
29035	HAPSTR1
6233	RPS27A
2117	ETV3
79089	TMUB2
79068	FTO
131	ADH7
9804	TOMM20
64147	KIF9
541565	C8orf58
147947	ZNF542P
32	ACACB
55644	OSGEP
340371	NRBP2
951	CD37
5495	PPM1B
2444	FRK
3661	IRF3
9552	SPAG7
56848	SPHK2
2309	FOXO3
6601	SMARCC2
51537	MTFP1
9185	REPS2
8674	VAMP4
113452	TMEM54
387	RHOA
79794	SPRING1
727677	CASC8
10758	TRAF3IP2
11180	WDR6
29796	UQCR10
51147	ING4
90522	YIF1B
10076	PTPRU
11199	ANXA10
29083	GTPBP8
1289	COL5A1
64748	PLPPR2
79882	ZC3H14
5307	PITX1
374875	HSD11B1L
149041	RC3H1
51335	NGRN
81554	RCC1L
51031	GLOD4
10313	RTN3
136895	C7orf31
9377	COX5A
1789	DNMT3B
18	ABAT
201134	CEP112
81844	TRIM56
287	ANK2
54478	PIMREG
22992	KDM2A
6795	AURKC
79777	ACBD4
6197	RPS6KA3
259232	NALCN
25970	SH2B1
4035	LRP1
5834	PYGB
90226	UCN2
10988	METAP2
147	ADRA1B
55970	GNG12
197131	UBR1
105376114	UBQLN1-AS1
726	CAPN5
64167	ERAP2
84223	IQCG
403	ARL3
80146	UXS1
57456	KIAA1143
80789	INTS5
23588	KLHDC2
59272	ACE2
26577	PCOLCE2
3156	HMGCR
84188	FAR1
29997	NOP53
1390	CREM
7771	ZNF112
6829	SUPT5H
255104	TMCO4
388962	BOLA3
645687	LINC00520
286102	TMED10P1
29101	SSU72
3708	ITPR1
11284	PNKP
5066	PAM
3898	LAD1
64776	C11orf1
54913	RPP25
116988	AGAP3
995	CDC25C
6480	ST6GAL1
162967	ZNF320
2475	MTOR
26115	TANC2
91749	MFSD4B
9031	BAZ1B
253190	SERHL2
51571	CYRIB
10507	SEMA4D
10651	MTX2
55212	BBS7
729737	LOC729737
5594	MAPK1
26355	FAM162A
9134	CCNE2
9253	NUMBL
27085	MTBP
158056	MAMDC4
28991	COMMD5
10024	TROAP
25929	GEMIN5
8641	PCDHGB4
79762	C1orf115
9609	RAB36
1197	CLK2P1
147949	ZNF583
23048	FNBP1
55692	LUC7L
80194	TMEM134
102724316	SVIL-AS1
84336	TMEM101
26012	NSMF
54929	TMEM161A
4234	METTL1
100506881	MKLN1-AS
80207	OPA3
1852	DUSP9
79087	ALG12
7110	TMF1
27349	MCAT
8518	ELP1
58526	MID1IP1
2030	SLC29A1
83987	CCDC8
64097	EPB41L4A
92106	OXNAD1
8434	RECK
8733	GPAA1
9915	ARNT2
29927	SEC61A1
51126	NAA20
53346	TM6SF1
5203	PFDN4
8661	EIF3A
79760	GEMIN7
101927770	LOC101927770
4549	RNR1
23081	KDM4C
116064	LRRC58
7020	TFAP2A
200316	APOBEC3F
54617	INO80
6165	RPL35A
11147	HHLA3
9559	VPS26A
30008	EFEMP2
57026	PDXP
79932	KIAA0319L
29116	MYLIP
340481	ZDHHC21
84225	ZMYND15
83636	C19orf12
57336	ZNF287
3162	HMOX1
158399	ZNF483
57719	ANO8
29763	PACSIN3
535	ATP6V0A1
834	CASP1
5715	PSMD9
10874	NMU
97	ACYP1
5813	PURA
146754	DNAH2
146956	EME1
8572	PDLIM4
51379	CRLF3
57605	PITPNM2
51430	SUCO
347862	GATD1
728888	NPIPB11
6891	TAP2
81532	MOB2
10200	MPHOSPH6
84946	LTV1
1337	COX6A1
5927	KDM5A
11247	NXPH4
55892	MYNN
627	BDNF
29080	CCDC59
55966	AJAP1
6611	SMS
51003	MED31
51646	YPEL5
653499	LGALS7B
22852	ANKRD26
11078	TRIOBP
56850	GRIPAP1
29937	NENF
9095	TBX19
4798	NFRKB
127428	TCEANC2
81857	MED25
91607	SLFN11
55733	HHAT
10521	DDX17
51028	VPS36
10212	DDX39A
80820	EEPD1
5609	MAP2K7
10960	LMAN2
23363	OBSL1
55197	RPRD1A
8690	JRKL
6311	ATXN2
4323	MMP14
151887	CCDC80
192286	HIGD2A
27125	AFF4
55744	COA1
10550	ARL6IP5
27342	RABGEF1
143244	EIF5AL1
27300	ZNF544
9987	HNRNPDL
51257	MARCHF2
56672	AKIP1
5176	SERPINF1
130951	M1AP
9169	SCAF11
7145	TNS1
9306	SOCS6
3216	HOXB6
10617	STAMBP
80823	GPRASP3
5046	PCSK6
55105	GPATCH2
83874	TBC1D10A
284001	CCDC57
100129842	ZNF737
171423	PDIA3P1
23423	TMED3
6487	ST3GAL3
146542	ZNF688
2931	GSK3A
57662	CAMSAP3
124359	CDYL2
5796	PTPRK
65989	DLK2
83463	MXD3
91289	LMF2
60314	MYG1
23161	SNX13
439921	MXRA7
201294	UNC13D
23534	TNPO3
23582	CCNDBP1
23471	TRAM1
3195	TLX1
59274	TLNRD1
163859	SDE2
3606	IL18
286467	FIRRE
11313	LYPLA2
100506504	PRKCZ-AS1
5498	PPOX
10460	TACC3
37	ACADVL
8398	PLA2G6
56704	JPH1
196441	ZFC3H1
79814	AGMAT
92856	IMP4
51573	GDE1
199704	ZNF585A
51523	CXXC5
27000	DNAJC2
1665	DHX15
81544	GDPD5
221895	JAZF1
163087	ZNF383
9175	MAP3K13
57095	PITHD1
662	BNIP1
439994	LINC00863
26220	DGCR5
127294	MYOM3
138649	ANKRD19P
84275	SLC25A33
10533	ATG7
115353	LRRC42
64395	GMCL1
100507588	TGFBR3L
51177	PLEKHO1
57666	FBRSL1
147807	ZNF524
26259	FBXW8
9967	THRAP3
10933	MORF4L1
6950	TCP1
90826	PRMT9
10166	SLC25A15
3321	IGSF3
284759	SIRPB2
84330	ZNF414
84067	FHIP1B
7620	ZNF69
699	BUB1
154807	VKORC1L1
1459	CSNK2A2
5364	PLXNB1
5395	PMS2
64421	DCLRE1C
64343	AZI2
53371	NUP54
728411	GUSBP1
22794	CASC3
256281	NUDT14
7564	ZNF16
541578	EOLA2
79269	DCAF10
51691	LSM8
342357	ZKSCAN2
653319	MATCAP1
246329	STAC3
4296	MAP3K11
1174	AP1S1
115950	ZNF653
842	CASP9
404550	C16orf74
78994	PRR14
539	ATP5PO
5911	RAP2A
84552	PARD6G
728489	DNLZ
11222	MRPL3
2078	ERG
1643	DDB2
1977	EIF4E
25915	NDUFAF3
5585	PKN1
5872	RAB13
27010	TPK1
11101	ATE1
55958	KLHL9
101928378	PTOV1-AS2
285074	ANAPC1P2
51205	ACP6
84259	DCUN1D5
518	ATP5MC3
84547	PGBD1
10920	COPS8
3984	LIMK1
170463	SSBP4
1854	DUT
5460	POU5F1
283459	GATC
65056	GPBP1
10620	ARID3B
285540	SEPSECS-AS1
59343	SENP2
84058	WDR54
80097	MZT2B
5573	PRKAR1A
7739	ZNF185
7789	ZXDA
51251	NT5C3A
200014	CC2D1B
128338	DRAM2
246184	CDC26
81890	QTRT1
85476	GFM1
29126	CD274
441024	MTHFD2L
1660	DHX9
1284	COL4A2
6223	RPS19
79736	TEFM
51014	TMED7
3993	LLGL2
23111	SPART
79622	SNRNP25
8541	PPFIA3
64425	POLR1E
23596	OPN3
996	CDC27
55094	GPATCH1
50515	CHST11
285636	RIMOC1
7410	VAV2
117584	RFFL
64787	EPS8L2
9444	QKI
5431	POLR2B
7290	HIRA
1272	CNTN1
116447	TOP1MT
7799	PRDM2
147650	SPACA6
138050	HGSNAT
3908	LAMA2
6722	SRF
26958	COPG2
22980	TCF25
23367	LARP1
51231	VRK3
8455	ATRN
64860	ARMCX5
143884	CWF19L2
2002	ELK1
83658	DYNLRB1
23516	SLC39A14
6415	SELENOW
10445	MCRS1
9759	HDAC4
55920	RCC2
23512	SUZ12
6599	SMARCC1
11243	PMF1
100506696	PCAT6
116843	SLC18B1
4649	MYO9A
54462	CCSER2
728024	LOC728024
118987	PDZD8
473	RERE
390980	ZNF805
128439	SNHG11
55240	STEAP3
143872	ARHGAP42
5754	PTK7
144110	TMEM86A
730051	ZNF814
6119	RPA3
29072	SETD2
3632	INPP5A
10054	UBA2
54882	ANKHD1
823	CAPN1
10428	CFDP1
230	ALDOC
152137	CCDC50
51096	UTP18
157570	ESCO2
51188	SS18L2
84444	DOT1L
284161	GDPD1
7584	ZNF35
112812	FDX2
26959	HBP1
5868	RAB5A
55036	CCDC40
51000	SLC35B3
652968	CASTOR1
55247	NEIL3
85378	TUBGCP6
54465	ETAA1
23317	DNAJC13
10069	RWDD2B
64943	NT5DC2
5525	PPP2R5A
5213	PFKM
283373	ANKRD52
57587	CFAP97
54857	GDPD2
54979	PLAAT2
9812	DELE1
441272	SPDYE3
91272	BOD1
6018	RLF
9851	KIAA0753
85236	H2BC12
84303	CHCHD6
80381	CD276
100505989	SMIM31
5339	PLEC
79912	PYROXD1
1939	EIF2D
8028	MLLT10
401505	TOMM5
121274	ZNF641
7692	ZNF133
3198	HOXA1
84342	COG8
57664	PLEKHA4
7915	ALDH5A1
29843	SENP1
57616	TSHZ3
10678	B3GNT2
51374	ATRAID
94239	H2AZ2
79701	OGFOD3
6155	RPL27
10844	TUBGCP2
7155	TOP2B
27292	DIMT1
9057	SLC7A6
9519	TBPL1
6443	SGCB
285464	NA
55321	TMEM74B
57511	COG6
100289137	FAM95C
768	CA9
55334	SLC39A9
80006	TRAPPC13
83464	APH1B
55922	NKRF
9442	MED27
23008	KLHDC10
401397	SMIM30
339448	C1orf174
10902	BRD8
55339	WDR33
10762	NUP50
64788	LMF1
105373991	NA
257	ALX3
133522	PPARGC1B
29946	SERTAD3
23187	PHLDB1
51094	ADIPOR1
84939	PWWP3A
369	ARAF
56052	ALG1
64766	S100PBP
105377774	NA
1121	CHM
55810	FOXJ2
11033	ADAP1
3695	ITGB7
51150	SDF4
85359	DGCR6L
79776	ZFHX4
63939	FAM217B
27131	SNX5
2000	ELF4
27345	KCNMB4
26049	FAM169A
677838	SNORA61
29889	GNL2
377677	CA13
9403	SELENOF
4841	NONO
7139	TNNT2
1737	DLAT
11340	EXOSC8
57589	RIC1
55578	SUPT20H
79447	PAGR1
7109	TRAPPC10
54847	SIDT1
64708	COPS7B
338692	ANKRD13D
55206	SBNO1
55151	TMEM38B
79673	ZNF329
100996485	PITX1-AS1
3190	HNRNPK
51111	KMT5B
64434	NOM1
51616	TAF9B
132299	OCIAD2
81831	NETO2
54726	OTUD4
26005	C2CD3
400566	C17orf97
9957	HS3ST1
22845	DOLK
51529	ANAPC11
100507567	RAB11B-AS1
9360	PPIG
55010	PARPBP
3772	KCNJ15
100874058	COX10-DT
27246	RNF115
404217	CTXN1
7741	ZSCAN26
389114	ZNF662
3597	IL13RA1
55614	KIF16B
3073	HEXA
6051	RNPEP
10956	OS9
285613	RELL2
100507373	ADGRL1-AS1
8900	CCNA1
10493	VAT1
10011	SRA1
3691	ITGB4
8089	YEATS4
11159	RABL2A
9114	ATP6V0D1
23431	AP4E1
54512	EXOSC4
56165	TDRD1
7673	ZNF222
10994	ILVBL
4163	MCC
6905	TBCE
79137	RETREG2
8802	SUCLG1
8638	OASL
54813	KLHL28
6830	SUPT6H
8493	PPM1D
23327	NEDD4L
5292	PIM1
115196	ZNF554
2034	EPAS1
4152	MBD1
27173	SLC39A1
84522	JAGN1
51271	UBAP1
65243	ZFP69B
10056	FARSB
84154	RPF2
60682	SMAP1
80314	EPC1
8925	HERC1
9361	LONP1
158358	KIAA2026
3069	HDLBP
92689	FAM114A1
23385	NCSTN
155061	ZNF746
10480	EIF3M
100506302	RBM33-DT
100287171	WASHC1
102723390	FRG1EP
3480	IGF1R
27134	TJP3
10566	AKAP3
22868	FASTKD2
10198	MPHOSPH9
5025	P2RX4
6189	RPS3A
10291	SF3A1
1500	CTNND1
513	ATP5F1D
80216	ALPK1
152687	ZNF595
4040	LRP6
441951	ZFAS1
10467	ZNHIT1
128239	IQGAP3
55813	UTP6
51265	CDKL3
56474	CTPS2
5174	PDZK1
7849	PAX8
254887	ZDHHC23
580	BARD1
25983	NGDN
5283	PIGH
10811	NOXA1
169714	QSOX2
55972	SLC25A40
2737	GLI3
79752	ZFAND1
5575	PRKAR1B
9343	EFTUD2
138162	PIERCE1
256471	MFSD8
6839	SUV39H1
27245	AHDC1
148268	ZNF570
23339	VPS39
55671	PPP4R3A
3475	IFRD1
2734	GLG1
54951	COMMD8
285381	DPH3
55761	TTC17
202781	PAXIP1-DT
51322	WAC
9055	PRC1
1965	EIF2S1
79807	GSTCD
137209	ZNF572
2632	GBE1
55270	NUDT15
8723	SNX4
10168	ZNF197
219833	KCNJ5-AS1
25966	C2CD2
6047	RNF4
283450	HECTD4
83932	SPRTN
3313	HSPA9
220729	SDHAP4
103611081	NA
353274	ZNF445
8877	SPHK1
8187	ZNF239
285268	ZNF621
8139	GAN
1687	GSDME
3783	KCNN4
8767	RIPK2
51538	ZCCHC17
55033	FKBP14
374969	SVBP
221150	SKA3
51503	CWC15
93664	CADPS2
84245	MRI1
23510	KCTD2
317781	DDX51
29114	TAGLN3
3170	FOXA2
10329	RXYLT1
83737	ITCH
57763	ANKRA2
23239	PHLPP1
64430	PCNX4
440574	MICOS10
9526	MPDU1
64798	DEPTOR
4046	LSP1
101928100	KLRK1-AS1
79827	CLMP
100131096	NA
84436	ZNF528
7003	TEAD1
51804	SIX4
114818	KLHL29
9462	RASAL2
5914	RARA
5592	PRKG1
160760	PPTC7
65979	PHACTR4
79019	CENPM
55789	DEPDC1B
954	ENTPD2
100131089	SRP14-DT
2752	GLUL
2947	GSTM3
5110	PCMT1
6498	SKIL
529	ATP6V1E1
9094	UNC119
84441	MAML2
6741	SSB
2132	EXT2
400578	KRT16P2
11173	ADAMTS7
6719	SRD5A1P1
404093	CUEDC1
157574	FBXO16
9025	RNF8
58190	CTDSP1
57685	CACHD1
23625	FAM89B
51194	IPO11
26148	NA
9768	PCLAF
9786	KIAA0586
57037	ANKMY2
89978	DPH6
5899	RALB
11107	PRDM5
4582	MUC1
7776	ZNF236
253827	MSRB3
2081	ERN1
7862	BRPF1
1543	CYP1A1
8775	NAPA
26235	FBXL4
729991	BORCS8
342909	ZNF284
152206	CCDC13
55812	SPATA7
4809	SNU13
6935	ZEB1
80095	ZNF606
440584	SLC2A1-DT
79612	NAA16
26061	HACL1
4929	NR4A2
91661	ZNF765
28986	MAGEH1
66005	CHID1
25824	PRDX5
9451	EIF2AK3
5523	PPP2R3A
79446	WDR25
285755	PPIL6
151295	SLC23A3
100101467	ZSCAN30
150275	CCDC117
6125	RPL5
84656	GLYR1
682	BSG
113763	ZBED10P
5533	PPP3CC
27440	HDHD5
115825	WDFY2
284004	HEXD
116224	PABIR1
728407	PARGP1
80856	LNPK
10095	ARPC1B
728642	CDK11A
84302	PGAP4
51433	ANAPC5
121441	NEDD1
345079	SOWAHB
4172	MCM3
6340	SCNN1G
57154	SMURF1
51128	SAR1B
90024	FLJ20021
6687	SPG7
79098	C1orf116
406988	MIR205
55672	NBPF1
6629	SNRPB2
5426	POLE
92675	DTD1
132320	SCLT1
7474	WNT5A
30	ACAA1
388327	C17orf100
9486	CHST10
84515	MCM8
51090	PLLP
64324	NSD1
5871	MAP4K2
8675	STX16
9530	BAG4
56603	CYP26B1
84936	ZFYVE19
28962	OSTM1
5711	PSMD5
6322	SCML1
9380	GRHPR
375791	CYSRT1
83591	THAP2
339318	ZNF181
8496	PPFIBP1
90843	TCEAL8
100129940	HMGA2-AS1
9329	GTF3C4
152302	CIDECP1
8038	ADAM12
144406	CFAP251
6249	CLIP1
55133	SRBD1
2146	EZH2
64110	MAGEF1
55860	ACTR10
122402	TDRD9
727896	CHORDC1P4
23067	SETD1B
55823	VPS11
64145	RBSN
203547	VMA21
9877	ZC3H11A
740	MRPL49
5204	PFDN5
388403	YPEL2
151742	PPM1L
60673	ATG101
23484	LEPROTL1
5537	PPP6C
196483	EEF2KMT
221	ALDH3B1
10273	STUB1
84698	CAPS2
55454	CSGALNACT2
150786	RAB6D
347240	KIF24
84065	TMEM222
399761	BMS1P1
25758	KIAA1549L
9455	HOMER2
283596	SNHG10
51780	KDM3B
54880	BCOR
66004	LYNX1
399668	SMIM10L2A
391356	PTRHD1
100505538	RBM26-AS1
57594	HOMEZ
11004	KIF2C
283248	RCOR2
4034	LRCH4
27315	PGAP2
84312	BRMS1L
148189	LINC00662
84818	IL17RC
3093	UBE2K
92840	REEP6
57226	LYRM2
4287	ATXN3
57232	ZNF630
51761	ATP8A2
85027	SMIM3
8440	NCK2
6575	SLC20A2
80169	CTC1
25912	C1orf43
93436	ARMC6
100499177	THAP9-AS1
55095	SAMD4B
2979	GUCA1B
4680	CEACAM6
641649	TMEM91
79788	ZNF665
5521	PPP2R2B
56926	NCLN
729678	LINC00847
51619	UBE2D4
5860	QDPR
2551	GABPA
126626	GABPB2
51547	SIRT7
84309	NUDT16L1
55695	NSUN5
338376	IFNE
4706	NDUFAB1
65003	MRPL11
51406	NOL7
8897	MTMR3
104	ADARB1
3621	ING1
10335	IRAG1
2495	FTH1
80124	VCPIP1
149345	SHISA4
5037	PEBP1
84273	NOA1
5985	RFC5
10297	APC2
100506922	MAP3K2-DT
100506895	LUARIS
10910	SUGT1
10144	FAM13A
10957	PNRC1
101929767	LOC101929767
2950	GSTP1
7265	TTC1
8603	FAM193A
152002	XXYLT1
55284	UBE2W
57597	BAHCC1
92285	ZNF585B
1954	MEGF8
4927	NUP88
84318	CCDC77
57128	LYRM4
8834	TMEM11
55526	DHTKD1
1397	CRIP2
101929185	LOC101929185
7542	ZFPL1
54970	TTC12
79778	MICALL2
6668	SP2
9419	CRIPT
3633	INPP5B
25801	GCA
140700	SAMD10
24148	PRPF6
35	ACADS
100507650	RNF212B
101927780	LINC01303
59339	PLEKHA2
64789	EXO5
54971	BANP
6850	SYK
1601	DAB2
57129	MRPL47
440498	HSBP1L1
26262	TSPAN17
440275	EIF2AK4
55762	ZNF701
197407	ZNF48
3638	INSIG1
145783	LOC145783
100505761	C10orf95-AS1
6046	BRD2
7644	ZNF91
902	CCNH
54581	SCAND2P
91624	NEXN
100506548	NA
2189	FANCG
3837	KPNB1
148229	ATP8B3
57606	SLAIN2
9312	KCNB2
221806	VWDE
55246	CCDC25
644961	ACTG1P20
27013	CNPPD1
6641	SNTB1
23039	XPO7
54926	UBE2R2
253943	YTHDF3
50999	TMED5
29079	MED4
10137	RBM12
54101	RIPK4
51455	REV1
84987	COX14
4204	MECP2
9922	IQSEC1
51575	ESF1
80279	CDK5RAP3
54332	GDAP1
253714	MMS22L
493812	HCG11
6603	SMARCD2
653659	TMEM183BP
55425	GPALPP1
150381	PRR34-AS1
2948	GSTM4
117608	ZNF354B
11336	EXOC3
11076	TPPP
7375	USP4
158880	USP51
5787	PTPRB
25777	SUN2
81688	C6orf62
4707	NDUFB1
101060226	NBPF19
4216	MAP3K4
26205	GMEB2
79077	DCTPP1
4116	MAGOH
9534	ZNF254
84708	LNX1
83933	HDAC10
100049716	NINJ2-AS1
2820	GPD2
3269	HRH1
23071	ERP44
387338	NSUN4
11188	NISCH
